News#,Title,Matched Words,Score,Polarity
874,"ANCHOR GLASS &lt;AGLS> NOW SEES HIGHER 1ST QTR NET","none",0,Neutral
875,"MACNEAL-SCHWENDLER CORP &lt;MNS> RAISES PAYOUT","none",0,Neutral
876,"VISHAY &lt;VSH> COMPLETES EXCHANGE OFFER","none",0,Neutral
877,"CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND","none",0,Neutral
878,"VIACOM INTERNATIONAL INC &lt;VIA> SETS QUARTERLY","none",0,Neutral
879,"WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND","issues(-)",-1,Negative
880,"U.K. MONEY MARKET GETS 25 MLN STG LATE HELP","none",0,Neutral
881,"IOMEGA &lt;IOMG> IN SUPPLY AGREEMENT","none",0,Neutral
882,"LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS","defeats(+)",1,Positive
883,"ROY F. WESTON &lt;WSTNA> DISTRIBUTING STATEMENT","none",0,Neutral
884,"PHLCORP &lt;PHX> HAS BREAKEVEN RESULTS","none",0,Neutral
885,"&lt;MARSAM PHARMACEUTICALS INC> IN INITIAL OFFERING","none",0,Neutral
886,"STONE CONTAINER &lt;STO> TO REDEEM DEBT","redeem(+) | debt(-)",0,Neutral
887,"FARM CREDIT SYSTEM REQUESTS U.S. CREDIT LINE","none",0,Neutral
888,"OAKWOOD HOMES &lt;OH> SELLS CONVERTIBLE DEBENTURES","none",0,Neutral
889,"EMCO SETS 75 MLN DLR DEBENTURE OFFERING","none",0,Neutral
890,"FISCHER-WATT TO SELL CONVERTIBLE PREFERRED","none",0,Neutral
891,"FOOTE MINERAL TO MERGE INTO RIO TINTO","none",0,Neutral
892,"ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE","scrap(-) | recovery(+)",0,Neutral
893,"CROSS AND TRECKER &lt;CTCO> BUYS AUTOMATION UNIT","none",0,Neutral
894,"SALANT CORP &lt;SLT> 1ST QTR FEB 28 NET","none",0,Neutral
895,"CRAY &lt;CYR> INSTALLS 22 MLN DLR COMPUTER","none",0,Neutral
896,"HEALTHMATE INC &lt;HMTE> 4TH QTR LOSS","loss(-)",-1,Negative
897,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST","none",0,Neutral
898,"VICON INDUSTRIES &lt;VII> VOTES STAGGERED BOARD","none",0,Neutral
899,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","none",0,Neutral
900,"GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1","none",0,Neutral
901,"NATIONAL BANC OF COMMERCE CO &lt;NBCC> SETS PAYOUT","none",0,Neutral
902,"HARSCO CORP &lt;HSC> SETS REGULAR PAYOUT","none",0,Neutral
903,"MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER","none",0,Neutral
904,"COMPUTER ASSOCIATES &lt;CA> SETS TWO FOR ONE SPLIT","split(-)",-1,Negative
905,"SWISS NET CAPITAL EXPORTS RISE IN 1986","none",0,Neutral
906,"ST LAWRENCE SEAWAY OPENING STILL MARCH 31","none",0,Neutral
907,"DUTCH GRAIN LEVY TEST CASE TO START IN APRIL","none",0,Neutral
908,"IDB APPROVES TRADE, PROJECT LOANS TO MEMBERS","none",0,Neutral
909,"Z-SEVEN FUND SEES HIGHER 1987 NET","none",0,Neutral
910,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","none",0,Neutral
911,"JAGUAR OFFERS NEW LUXURY SEDAN","luxury(+)",1,Positive
912,"SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT","none",0,Neutral
913,"WALL STREET STOCKS/U.S. OIL COMPANIES","none",0,Neutral
914,"ROY F. WESTON INC &lt;WSTNA> 4TH QTR NET","none",0,Neutral
915,"MOBIL &lt;MOB> TO UPGRADE REFINERY UNIT","none",0,Neutral
916,"WARNER-LAMBERT &lt;WLA> SUES MASON DISTRIBUTORS","sues(-)",-1,Negative
917,"NOVA &lt;NOVX> TO GET BRADYKININ ANTAGONIST PATENT","antagonist(-)",-1,Negative
918,"BLOCKBUSTER &lt;BBEC> TO ACQUIRE LICENSEE","blockbuster(+)",1,Positive
919,"BRAZIL SOY HARVEST 13 PCT COMPLETE - NEWSLETTER","none",0,Neutral
920,"CONTEL &lt;CTC> TO BUY WALKER COUNTY TELEPHONE","none",0,Neutral
921,"COMPUDYNE &lt;CDC> SEES COSTS FROM CLEAN-UP STUDY","none",0,Neutral
922,"REUTERS TO CARRY SEAQ TWO-WAY U.K. SHARE QUOTES","none",0,Neutral
923,"MULFORD SAYS G-6 WANTS STABILITY","stability(+)",1,Positive
924,"SYMBOL TECHNOLOGIES &lt;SMBL> GETS CONTRACT","none",0,Neutral
925,"THERMO PROCESS &lt;TPSI> COMPLETES ACQUSITION","none",0,Neutral
926,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","none",0,Neutral
927,"FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS","loss(-)",-1,Negative
928,"MICHIGAN GENERAL &lt;MGL> TO SELL KRESTMARK UNIT","none",0,Neutral
929,"RABBIT SOFTWARE &lt;RABT> TO MERGE WITH CTI DATA","none",0,Neutral
930,"COMSTOCK GROUP INC &lt;CSTK> 4TH QTR LOSS","loss(-)",-1,Negative
931,"TIME &lt;TL> SINKING FUND DEBENTURES YIELD 8.84 PCT","sinking(-)",-1,Negative
932,"MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS","none",0,Neutral
933,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","none",0,Neutral
934,"HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS","qualify(+)",1,Positive
935,"SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE","none",0,Neutral
936,"HARSCO CORP &lt;HSC> SETS QUARTERLY","none",0,Neutral
937,"MILASTAR CORP &lt;MILA> 3RD QTR JAN 31 LOSS","loss(-)",-1,Negative
938,"BDM &lt;BDM> GETSW ARMY CONTRACT","none",0,Neutral
939,"BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS","none",0,Neutral
940,"BANK OF BOSTON &lt;BKB> SEES IMPROVED 1ST QUARTER","improved(+)",1,Positive
941,"LIBYA REPORTEDLY BOUGHT WHITE SUGAR","none",0,Neutral
942,"USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER","tender(+) | approval(+)",2,Positive
943,"FED EXPECTED TO ADD RESERVES","none",0,Neutral
944,"WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET","none",0,Neutral
945,"GE &lt;GE> CREDIT SUES PHOENIX FINANCIAL &lt;PHFC>","sues(-)",-1,Negative
946,"DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE","none",0,Neutral
947,"WALL STREET STOCKS/U.S. OIL COMPANIES","none",0,Neutral
948,"MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS","none",0,Neutral
949,"ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY","none",0,Neutral
950,"FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS","clear(+)",1,Positive
951,"FRANK B. HALL &lt;FBH> DEBT MAY BE CUT BY MOODY'S","debt(-)",-1,Negative
952,"NORCEN SEES IMPROVEMENT IN 1987 EARNINGS","improvement(+)",1,Positive
953,"COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE","none",0,Neutral
954,"SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER","criticism(-)",-1,Negative
955,"MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES","disappointed(-)",-1,Negative
956,"FORD &lt;F> NEARS GM &lt;GM> IN EXECUTIVE BONUSES","bonuses(+)",1,Positive
957,"MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE","none",0,Neutral
958,"EC GRANTS EXPORT LICENCES 197,000 TONNES  FREE MARKET MAIZE, ZERO BARLEY - PARIS TRADERS","free(+)",1,Positive
959,"PIER 1 IMPORTS &lt;PIR> DECLARES STOCK SPLIT","split(-)",-1,Negative
960,"RCM TECHNOLOGIES &lt;RCMT> ORDER INCREASED","none",0,Neutral
961,"LANCER CORP &lt;LACR> 4TH QTR NET","none",0,Neutral
962,"THERMO PROCESS &lt;TPSI> WINS 1.5 MLN DLR CONTRACT","wins(+)",1,Positive
963,"MACNEAL-SCHWENDLER CORP &lt;MNS> 4TH QTR JAN 31 NET","none",0,Neutral
964,"NICHOLS INSTITUTE &lt;LAB> 1ST QTR FEB 28 NET","none",0,Neutral
965,"FIRST MEDICAL DEVICES CORP &lt;FMDC> YEAR LOSS","loss(-)",-1,Negative
966,"FIRST MEDICAL &lt;FMDC> GETS ORDER","none",0,Neutral
967,"HEALTHMATE &lt;HMTE> EXPECTS QUALIFIED OPINION","qualified(+)",1,Positive
968,"BALLY &lt;BLY> NAMES NEW CHIEF FINANCIAL OFFICER","none",0,Neutral
969,"BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT","none",0,Neutral
970,"HEALTHMATE INC &lt;HMTE> 4TH QTR LOSS","loss(-)",-1,Negative
971,"USAIR &lt;U> CLEARED TO BUY PIEDMONT &lt;PIE> SHARES","cleared(+)",1,Positive
972,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS","none",0,Neutral
973,"HOUSE OF FABRICS INC &lt;HF> 4TH QTR JAN 31 NET","none",0,Neutral
974,"GERMAN RETAILERS EXPECT GOOD 1987","good(+)",1,Positive
975,"GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS","limit(-)",-1,Negative
976,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","none",0,Neutral
977,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","none",0,Neutral
978,"FIRST INTERSTATE SEEKS ACQUISITION","none",0,Neutral
979,"ATLANTIC RESEARCH &lt;ATRC> WINS MOTOR CONTRACT","wins(+)",1,Positive
980,"THOMAS AND BETTS &lt;TNB> FILES PATENT SUIT","none",0,Neutral
981,"HOUSE OF FABRICS &lt;HF> SEES RESULTS IMPROVING","improving(+)",1,Positive
982,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","none",0,Neutral
983,"CROP GENETICS INITIAL OFFERING UNDERWAY","none",0,Neutral
984,"KODAK &lt;EK> BUYS STAKE IN BIOTECHNOLOGY COMPANY","none",0,Neutral
985,"AVERY &lt;AVY> 1ST QTR FEB 28 NET","none",0,Neutral
986,"FORD &lt;F> CREDIT UNIT SELLS NEW ZEALAND DLR FRNS","none",0,Neutral
987,"IONICS &lt;ION> WINS 20-YEAR DESALINATION CONTRACT","wins(+)",1,Positive
988,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE","none",0,Neutral
989,"SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY","none",0,Neutral
990,"RICOH REORGANIZES U.S. UNITS","none",0,Neutral
991,"UNITED WATER &lt;UWR>, BASE TEN &lt;BASE> SET VENTURE","none",0,Neutral
992,"KNIGHT-RIDDER INC &lt;KRN> SETS QUARTERLY","none",0,Neutral
993,"TECHNITROL INC &lt;TNL> SETS QUARTERLY","none",0,Neutral
994,"NATIONWIDE CELLULAR SERVICE INC &lt;NCEL> 4TH QTR","none",0,Neutral
995,"&lt;A.H.A. AUTOMOTIVE TECHNOLOGIES CORP> YEAR NET","none",0,Neutral
996,"BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION","none",0,Neutral
997,"EMHART &lt;EMH> WINS FOUR COMMUNICATIONS CONTRACTS","wins(+)",1,Positive
998,"FLUOR &lt;FLR> AND UNITS DOWNGRADED BY S/P","none",0,Neutral
999,"BRUNSWICK CORP &lt;BC> SELLS NOTES AT 8.199 PCT","none",0,Neutral
1000,"ROGERS &lt;ROG> SEES 1ST QTR NET UP SIGNIFICANTLY","none",0,Neutral
